FRACASO,ACTIVOS,TAMA¥O,TIPO.COMERCIO,REGION,ZONA,B11,B12,B13,B14,B21,B22,B23,B24,B31,B32,B33,B41,B42,B43,B44,B51,B52,B53,B61,B62,B63,B64,B65,B66,B67,B68,B69,B610,B611,A1,A2,A3,A4,A5
0,1605.172816,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.064786927,-0.126313276,-0.312314123,-0.21209269,0.015844426,0.030891438,0.076380192,0.051869829,0.595556952,0,0.595556952,0.126623723,0.767122702,0.837901021,0.242344069,0.212613963,1.288076144,1.406920057,0.064946158,0.32260535,0.036302675,0.393462385,0.429765061,0.1242999,0.207441555,0.512906715,0.216792517,1.313391018,0.293737775,0.242344069,0.099569521,0.046105892,0.67910054,1.94967227
0,2678.429126,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.248017805,0.180559636,0.275035392,0.525640574,0.078190571,0.056923579,0.086708188,0.165714461,0.343503994,0,0.343503994,0.255851487,0.836541186,0.995182956,0.651678962,0.744828273,2.435317202,2.897151047,0.351439144,0.328924356,0.217911292,1.149078013,1.366989305,0.895150149,0.90176687,1.373606026,0.951054139,3.109600678,1.832723614,0.651678962,0.563663649,0.083037665,1.911174302,0.728010784
0,18775.45243,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,0.008022254,0.01990929,0.046340911,0.034905713,0.00790476,0.019617698,0.045662202,0.034394484,0.39857748,0.171795892,0.570373373,0.079217801,0.407592574,0.988609818,0.590032338,0.198751321,1.02261817,2.480345395,0.031920042,0.130224076,0.234115245,0.164235461,0.398350706,0.237747789,0.173113869,0.402940269,0.232209011,1.179551246,0.011211787,0.590032338,0.192771683,0.032680024,0.753237525,2.481757415
0,3579.429126,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.006198169,-0.012371984,-0.027713152,-0.022349451,0.014675191,0.029292719,0.065615471,0.052916021,0.55356994,0,0.55356994,0.001147837,0.551496764,0.652776922,0.099206982,0.002073517,0.996254899,1.179213095,0.000575048,0.217750711,0.050739764,0.276291196,0.327030961,0.049701136,0.223654432,0.500984256,0.001940232,0.907604974,-0.028115363,0.099206982,0.020147637,0.055385271,0.806456472,1.99607071
0,1914.796117,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.003272215,-0.006697459,-0.011812331,-0.015467171,0.032887405,0.067312835,0.118719878,0.155452856,0.433011249,0,0.433011249,0.003669898,0.451592344,0.706841422,0.273830173,0.008475294,1.042911345,1.632385819,0.001793022,0.21884395,0.124708456,0.220636973,0.345345428,0.133786724,0.277016834,0.488575539,0.005337582,0.656806175,0.027024767,0.273830173,0.245836478,0.106621978,1.309408827,2.046766408
1,8882.266019,MEDIANA,POR MAYOR,VALLE,OTRAS,-0.053401764,-0.014964536,0.013595118,-0.007123498,-3.939296559,-1.103891371,1.002873242,-0.525480213,0.277585202,1.823143509,2.100728711,0.000650173,0.103099122,0.171795074,-0.105790129,0.002342246,0.371414328,0.618891324,0.002320177,0.352536834,0.245145251,0.367914838,0.613060089,-0.377517844,-3.928010434,3.568554535,0.00101295,0.154924617,-0.277545089,-0.105790129,0,-1.103841723,-0.523974707,0.280225506
0,6331.44466,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,-0.020188107,-0.035263332,-0.114873776,-0.050883175,0.049733801,0.086871914,0.282993812,0.125351703,0.675350605,0.017674789,0.693025395,0.100221883,0.554509985,0.96299578,0.287645174,0.148399782,0.821069797,1.425919769,0.057376601,0.248164257,0.233856378,0.317454604,0.551310982,0.164675637,0.175741654,0.572495741,0.381789931,2.112376286,-0.460335916,0.287645174,0,0.132633063,0.442948566,1.746737887
0,2855.370874,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.057258873,-0.126932826,-0.24999677,-0.257856164,0.047304502,0.104865741,0.2065352,0.213028249,0.492262136,0,0.492262136,0.038756788,0.491737845,0.725301385,0.233039249,0.078732011,0.998934935,1.473404782,0.017483027,0.158567389,0.105359547,0.221820907,0.327180454,0.105123041,0.229038449,0.451095862,0.10922408,1.0998636,-0.287425743,0.233039249,0.152986211,0.156515689,1.031437981,2.216823704
0,16687.09709,MEDIANA,POR MAYOR,SANTANDER,OTRAS,-0.018128104,-0.056416626,-0.14509664,-0.092307867,0.016167669,0.050315539,0.129405392,0.082325378,0.611178961,0,0.611178961,0.00462698,0.441489851,0.833297377,0.222118416,0.007570582,0.722357737,1.363426148,0.001486767,0.137123607,0.125897772,0.141861973,0.267759746,0.071372324,0.124938138,0.321325559,0.017409039,1.641705752,-0.657858567,0.222118416,0.183610136,0.0796178,0.636181975,3.112108487
0,1480.650485,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.009870884,-0.028488766,-0.175387038,-0.034013745,0.001243684,0.003589447,0.022097923,0.004285568,0.837566297,0,0.837566297,0.000574945,0.987170561,0.987170561,0.149604264,0.000686447,1.178617818,1.178617818,0.000199209,0.215357897,0,0.342038207,0.342038207,0.051835393,0.056280581,0.346483395,0.000858052,1.471231658,0.221241498,0.149604264,0.118344951,0.024396902,0.193935339,2.886141199
0,14683.70485,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.013557513,0.017926459,0.020875921,0.126881232,0.097196201,0.128517948,0.14966316,0.909633942,0.141285348,0,0.141285348,0.12418118,0.686744299,0.722850534,0.581565185,0.878938837,4.860690142,5.116245547,0.093916368,0.425458069,0.027306605,0.519374436,0.546681041,0.439829047,0.64943304,0.756285035,0.187082948,1.034602414,0.821751484,0.581565185,0.545707242,0.191817683,6.07787476,1.322252794
0,10443.50485,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.013736482,-0.015867966,-0.040044359,-0.026282767,0.040447519,0.046723744,0.117911924,0.077390467,0.47074305,0.13299725,0.603740299,0.005608343,0.543127498,0.652557199,0.181814149,0.011913809,1.153766368,1.386228006,0.004854995,0.354211875,0.094730421,0.470171229,0.56490165,0.15739174,0.343031629,0.865673769,0.024779213,1.91044431,-0.16942896,0.181814149,0.024628328,0.087632669,0.656341313,1.155169575
0,2111.885437,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.013205457,0.026036612,0.037337876,0.086021505,0.05023288,0.099041932,0.142031361,0.327221383,0.302675612,0,0.302675612,0.065049689,0.329890476,0.823626014,0.520950402,0.214915529,1.089914294,2.721150903,0.032992422,0.134324071,0.250416744,0.167316493,0.417733237,0.264219797,0.353674568,0.507188008,0.155142305,0.786782682,0.064906947,0.520950402,0.370188647,0.147823969,2.303867117,1.971655448
0,14767.75534,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.085472147,-0.013617175,-0.126410961,-0.015261126,0.035045641,0.00558337,0.051831542,0.00625743,0.331931308,0.560347216,0.892278524,0.006173799,0.168761461,0.866667784,0.534736476,0.01859963,0.508422847,2.610985352,0.038751641,0.919683455,4.380611288,1.059280215,5.439891503,3.356428454,0.676145058,6.276789794,0.216100037,5.907117427,-5.711395513,0.534736476,0.022125308,0.009259232,0.12072629,0.159317108
0,3413.190291,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,-0.047541107,-0.087947011,-0.298457609,-0.124689468,0.00937175,0.017336941,0.058834768,0.02457996,0.314719436,0.390608865,0.705328301,0.059086844,0.315907662,0.538016077,0.223296641,0.187744502,1.003775509,1.709510172,0.031940301,0.138752886,0.120064114,0.170768737,0.290832851,0.120706428,0.159289311,0.540565354,0.056836072,0.303873915,0.001142964,0.223296641,0.165783728,0.047094945,0.417779492,1.849915081
0,3666.019417,PEQUE¥A,POR MAYOR,VALLE,OTRAS,-0.144844643,-0.057054805,-0.088477424,-0.160650583,0.011045183,0.004350736,0.006746879,0.012250471,0.100931252,0.254217193,0.355148444,0.020551793,0.056235315,0.423940232,0.32300898,0.203621699,0.557164549,4.20028708,0.052174696,0.074190001,0.93348996,0.142764211,1.076254171,0.820020692,1.637080239,2.538693168,0.077170596,0.18690361,-0.192086433,0.32300898,0.454363351,0.01519037,1.815724004,0.393903451
0,2512.998058,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.003475536,0.006009437,0.011552303,0.012524717,0.017898101,0.030947024,0.059491333,0.064499011,0.479806176,0,0.479806176,0.056767702,0.485729849,0.970821837,0.491015661,0.11831382,1.012345972,2.023362528,0.032831398,0.218904142,0.280551219,0.280920124,0.561471343,0.283977154,0.300852241,0.578346429,0.073559863,0.56521758,-0.056517591,0.491015661,0.308179775,0.062933924,1.084174924,1.729067475
0,9189.064078,MEDIANA,POR MAYOR,VALLE,OTRAS,0.004501949,0.019283498,0.02836353,0.060236356,0.020652199,0.088460931,0.130114585,0.276327677,0.32013055,0,0.32013055,0.187561116,0.758900209,0.965294113,0.645163563,0.585889463,2.370596024,3.015313947,0.043788252,0.131432779,0.048184978,0.177173789,0.225358766,0.150620689,0.158723169,0.233461246,0.526018696,2.128349987,1.230537806,0.645163563,0.422725237,0.139985666,2.123725615,4.283366156
0,8648.660194,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,0.011367141,0.021079031,0.045022542,0.039636272,0.085129415,0.157862525,0.337177373,0.296839175,0.462263382,0.069548248,0.531811629,0.035213669,0.352597966,0.525583758,0.063320376,0.076176635,0.762764216,1.136979,0.018989428,0.1711536,0.093284832,0.190143027,0.283427859,0.034146334,0.252476653,0.539262973,0.075938109,0.760375836,-0.236492947,0.063320376,0,0.223436786,0.880365048,1.854382835
0,3638.446602,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.000990703,0.001463352,0.002250705,0.0041831,0.017887023,0.026420653,0.040636209,0.075525375,0.349824853,0,0.349824853,0.068238463,0.510197287,0.740932436,0.391107583,0.19506465,1.458436364,2.118009713,0.046198062,0.298484743,0.156209802,0.345408218,0.50161802,0.264783402,0.440174507,0.677009124,0.286584012,2.138197523,0.669023012,0.391107583,0,0.04857339,1.858573346,1.477084967
0,918.7514563,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.002116253,0.006719844,0.007412856,0.071879311,0.006973525,0.02214338,0.02442701,0.236858325,0.049116048,0.044371822,0.093487871,0.126192573,0.76234418,0.868744907,0.819628858,2.569273743,15.52128492,17.68759777,0.039741314,0.19509883,0.033508348,0.240081954,0.273590302,0.258122385,0.28548418,0.314925935,0.185042126,1.093454522,1.021433342,0.819628858,0.137083165,0.056027966,9.6965748,3.17534978
0,5449.957282,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,-0.008099764,-0.009377706,-0.019652789,-0.017936409,0.073849293,0.085500881,0.179183553,0.163534529,0.522830752,0,0.522830752,0.04455598,0.387699029,0.948759373,0.42592862,0.085220657,0.741538304,1.814658699,0.038484137,0.294677023,0.484602134,0.334865544,0.819467679,0.367885417,0.412143255,0.863725516,0.120680012,1.044739362,-0.371349365,0.42592862,0.150938571,0.131890902,0.912664845,1.157775221
0,8549.285437,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,0.001707193,0.001600217,0.003671292,0.002836626,-0.002176398,-0.002040021,-0.004680311,-0.003616245,0.564126952,0,0.564126952,0.003183146,0.378721801,0.889236896,0.325109945,0.005642606,0.671341442,1.57630635,0.003395942,0.399553822,0.544643414,0.404039639,0.948683053,0.346843789,0.46501149,1.066850753,0.012053905,1.434139969,-0.702090388,0.325109945,0.083237222,0.006830195,0.772650636,0.937338233
0,2790.88932,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.058951488,0.091557827,0.16053417,0.213089868,0.015330994,0.023810637,0.041748707,0.055416404,0.264369637,0.165298034,0.429667671,0.180407054,0.710780742,0.995291381,0.730921744,0.682404593,2.688586897,3.764771902,0.116158985,0.341492572,0.18318833,0.457651557,0.640839887,0.470619777,0.367220808,0.643871634,0.652483353,2.570701035,1.614547809,0.730921744,0.424602498,0.06347257,1.32738013,1.553104606
0,2399.238835,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.004462665,0.006720492,0.0087318,0.029176037,0.037723157,0.056808698,0.073810396,0.246626687,0.162581803,0.067761064,0.230342867,0.028691414,0.444135236,0.804230867,0.641649064,0.176473712,2.731764737,4.946622886,0.019052201,0.274010293,0.239117328,0.294922853,0.534040181,0.42607962,0.511081894,0.664038403,0.064306758,0.995451005,0.631052493,0.641649064,0,0.099433208,3.341354323,1.505936998
0,11922.39612,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,0.000542509,0.00080136,0.002163487,0.001272811,0.012174018,0.017982694,0.048549154,0.028562175,0.260592068,0.369006134,0.629598202,0.047063335,0.419526782,0.625730708,0.36513864,0.180601563,1.609898513,2.401188622,0.031861182,0.228922586,0.139597009,0.284013428,0.423610437,0.24719346,0.25075654,0.676985213,0.177395716,1.581321312,0.599072245,0.36513864,0,0.030825416,0.588314573,1.477137137
0,11683.2,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,-0.281036621,-0.216842605,-0.255229517,-1.441757909,0.096728889,0.074634203,0.087846443,0.496232982,0.150401537,0,0.150401537,0.379548674,0.857618772,0.94239829,0.791996753,2.523569124,5.702194214,6.265882054,0.491910143,0.250421145,0.109877619,1.11150796,1.221385579,1.026459219,1.101113321,1.296039681,0.926458349,2.093402312,1.726280072,0.791996753,0.428061993,0.11302203,5.648868235,0.771581314
0,2161.794175,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.133994572,-0.040793426,-0.0484852,-0.257141922,-0.383987753,-0.116901572,-0.138943859,-0.736890663,0.158641679,0,0.158641679,0.034108532,0.205932117,0.642526309,0.48388463,0.215003599,1.298095924,4.050173395,0.112036633,0.500170481,1.434085268,0.676427266,2.110512534,1.589420638,2.763618014,3.28470991,0.151025173,0.903434709,0.201003801,0.48388463,0,-0.107670397,5.303513708,0.304440887
0,7833.629126,MEDIANA,POR MENOR,SANTANDER,OTRAS,-0.008085624,-0.022076902,-0.06811739,-0.032663011,0.029959174,0.081800215,0.252391262,0.121024285,0.555993256,0.119905924,0.67589918,0.035548875,0.496053927,0.667473853,0.111480598,0.063937601,0.892194144,1.200507104,0.013019708,0.166323973,0.062782223,0.18167881,0.244461033,0.040829558,0.118701311,0.366248104,0.088447629,1.23421047,-0.14913247,0.111480598,0.054336635,0.081800215,0.479510599,2.730389559
0,3533.361165,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.043584568,0.056974028,0.276847185,0.071737266,0.019131759,0.025009158,0.121524059,0.031489588,0.794204057,0,0.794204057,0.064499453,0.436241942,0.86410495,0.069900893,0.081212697,0.549281936,1.08801377,0.049341444,0.284379327,0.327310969,0.333720771,0.661031739,0.053473492,0.157431861,0.764990108,0.130423673,0.882120291,-0.723831467,0.069900893,0.038581474,0.044199483,0.259122252,1.307206445
0,6955.654369,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.004713368,0.006565656,0.0210838,0.009534894,0.001539651,0.002144712,0.006887154,0.003114632,0.510797629,0.177794766,0.688592396,0.00991983,0.377775053,0.533008651,0.022211022,0.019420275,0.739578711,1.043483017,0.007121271,0.26146397,0.111439451,0.271198019,0.38263747,0.015944899,0.223554004,0.717882288,0.016089918,0.606845976,-0.221665339,0.022211022,0.135161558,0.044645827,0.452237937,1.392986032
0,2644.168932,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.084183095,0.132800863,0.353303919,0.212781929,0.019084293,0.030105932,0.080093936,0.048237626,0.509129115,0.114988093,0.624117208,0.212261724,0.516168921,0.961107752,0.451978636,0.416911383,1.013827151,1.887748555,0.134553709,0.181485789,0.282048827,0.327201917,0.609250744,0.286511393,0.238273877,0.633904724,0.473929342,1.152480968,0.015718191,0.451978636,0.162043525,0.050767599,0.602263144,1.577524133
0,3905.726214,PEQUE¥A,POR MENOR,ANTIOQUIA,OTRAS,-0.030461797,-0.040603529,-0.08105202,-0.08136269,0.022990599,0.030644924,0.061172836,0.061407309,0.499043591,0,0.499043591,0.043583713,0.718215398,0.950500965,0.451457374,0.087334481,1.439183694,1.90464517,0.032697607,0.500873335,0.174266523,0.538823406,0.713089928,0.338694771,0.375830202,0.75022536,0.104426792,1.720847639,0.525136732,0.451457374,0.12486,0.047786318,1.003832968,1.332932814
0,3314.825243,PEQUE¥A,POR MENOR,ANTIOQUIA,OTRAS,0.001587382,0.003163488,0.003881594,0.017099674,0.00596752,0.011892653,0.014592263,0.064283622,0.185002845,0,0.185002845,0.052447939,0.717093676,0.980236926,0.79523408,0.283498011,3.876122421,5.29849649,0.026317434,0.121608184,0.132040558,0.359824732,0.49186529,0.399034184,0.40895094,0.501782046,0.16527232,2.194726826,1.611751589,0.79523408,0.330979259,0.02009813,4.405322277,1.992897132
0,2836.68932,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.015694631,0.00711845,0.009209379,0.031352809,0.009501506,0.004309499,0.005575344,0.018980942,0.227043456,0,0.227043456,0.033506955,0.468250615,0.731311365,0.504267909,0.147579481,2.062383224,3.221019351,0.073875536,0.958515044,0.579991637,1.03239058,1.612382217,1.111800866,1.704200762,2.204782113,0.17776199,2.484175595,1.279658624,0.504267909,0.501527165,0.004309499,3.404443174,0.453559558
0,1964.153398,PEQUE¥A,POR MAYOR,ANTIOQUIA,OTRAS,-0.019093315,-0.043882821,-0.067518257,-0.125358027,0.011814469,0.027153601,0.041778622,0.077568437,0.342525062,0.00753486,0.350059922,0.080682369,0.656265444,0.903951854,0.561426792,0.235551724,1.915963288,2.639082373,0.035104714,0.220809735,0.107767789,0.285539589,0.393307378,0.244275509,0.282787437,0.435097706,0.134229105,1.076373045,0.506523238,0.561426792,0.434628933,0.057137511,1.856653781,2.298334341
0,6737.174757,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,0.017550553,0.041366231,0.190178953,0.052865013,0.003135308,0.007389845,0.033974404,0.009444038,0.782487861,0,0.782487861,0.231387447,0.383544367,0.967733297,0.185245437,0.295707395,0.49016015,1.236739055,0.098171322,0.021324545,0.247855277,0.162727314,0.410582591,0.078594538,0.092284412,0.424272465,0.317192553,0.386092376,-0.686564441,0.185245437,0.071098199,0.030858157,0.277975098,2.35697596
0,3974.386408,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.008019977,-0.007101224,-0.049242884,-0.008297841,-0.054142987,-0.047940475,-0.332439459,-0.056018848,0.855791864,0,0.855791864,0.003423678,0.070146634,0.844434916,-0.011356948,0.004000597,0.081966932,0.986729311,0.003866632,0.062744401,0.874465281,0.079222167,0.953687449,-0.012826304,0.162865707,1.12937946,0.010006176,0.172545053,-2.328625926,-0.011356948,0,-0.047207707,0.168508422,0.885441993
0,1346.679612,PEQUE¥A,POR MENOR,ANTIOQUIA,OTRAS,-0.091382979,-0.145439116,-0.356658378,-0.245584037,0.005797512,0.009226937,0.022627092,0.015580323,0.578283834,0.013933468,0.592217302,0.033014705,0.157720872,0.71635728,0.138073446,0.057090832,0.27273955,1.238764146,0.020743953,0.062599058,0.351005016,0.09909991,0.450104926,0.086754947,0.256219915,0.628324634,0.055211399,0.221822923,-0.745257022,0.138073446,0,0.019716411,0.688569375,1.59153397
0,10992.74369,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.018038262,0.047752047,0.080398267,0.117599579,0.012278136,0.03250347,0.054724831,0.080046714,0.406056272,0,0.406056272,0.05774616,0.602409018,0.879450429,0.473394157,0.14221221,1.483560431,2.165833876,0.021813523,0.205745557,0.104651967,0.22755908,0.332211048,0.178823915,0.22436133,0.377748463,0.207897499,2.168790584,0.706908386,0.473394157,0.226880972,0.060095998,1.462712854,2.647264247
0,2088.151456,PEQUE¥A,POR MENOR,VALLE,OTRAS,-0.005609671,-0.008297633,-0.046263006,-0.010111146,0.018739151,0.027718306,0.154541931,0.033776361,0.304604069,0.516038097,0.820642166,0.003766498,0.152994484,0.909989028,0.605384959,0.012365227,0.502273278,2.987448698,0.002546367,0.100886601,0.511771345,0.103432968,0.615204313,0.409274647,0.121256092,0.676056847,0.018583398,0.754854266,-0.748021359,0.605384959,0,0.027718306,0.218557907,1.479165553
0,3947.499029,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,0.035354875,0.061793963,0.856174849,0.066600844,0.007672469,0.013410096,0.185801103,0.014453251,0.845144617,0.082680916,0.927825533,0.133264763,0.377128116,0.503600578,-0.341544039,0.157682792,0.446229093,0.595875034,0.076246268,0.139524283,0.072360112,0.21577055,0.288130662,-0.195411432,0.041293989,0.572141247,0.484935855,1.372327849,-1.703060711,-0.341544039,0,0.032142498,0.077788835,1.747820151
0,2653.906796,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.001526525,-0.003286452,-0.008717637,-0.005275109,0.004258869,0.009168906,0.024321427,0.014717081,0.623011191,0,0.623011191,0.003764455,0.502823521,0.974847412,0.351836221,0.006042355,0.807085857,1.564734995,0.001748553,0.231808131,0.219250552,0.233556684,0.452807236,0.163424537,0.175107672,0.464490371,0.007181459,0.959237519,-0.229282279,0.351836221,0.020404135,0.02050964,0.605107605,2.152897159
0,14314.35728,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,0.006234308,0.009502784,0.017735486,0.020471588,0.011056261,0.016852754,0.031453075,0.036305428,0.430099567,0.03409421,0.464193776,0.044927552,0.619439006,0.920055555,0.489955989,0.104458492,1.440222345,2.139168757,0.029474753,0.372336991,0.197219703,0.406383405,0.603603108,0.321435978,0.351516058,0.656050718,0.084362479,1.163148394,0.355531155,0.489955989,0.188193874,0.027723871,1.154272745,1.524272395
0,11409.24078,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,-0.003290045,-0.003355444,-0.00777266,-0.005904335,0.014189366,0.01447142,0.033522071,0.025464324,0.568301739,0,0.568301739,0.035753492,0.622934679,0.968854065,0.400552326,0.062912868,1.096133684,1.704823334,0.035056642,0.433440317,0.339177278,0.61079343,0.949970708,0.3927454,0.423284287,0.980509596,0.128908682,2.225604602,0.176601165,0.400552326,0.060201768,0.026122047,0.759628612,1.019877831
0,3227.733981,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,8.71E-05,0.000122332,0.000225579,0.000267278,0.061858642,0.086863584,0.160175363,0.189784047,0.323838302,0.133858673,0.457696974,0.021514521,0.588423468,0.622789967,0.298951666,0.066435998,1.817028638,1.923151043,0.015321254,0.403715988,0.024473604,0.419037242,0.443510846,0.212894095,0.386193238,0.712135502,0.06341042,1.734278901,0.779820141,0.298951666,0.347877476,0.136750914,1.184851674,1.404227141
